Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
40647310,00000445,false,Rx,0,7,80,55,55,65,04,82,00,00,
40648104,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C4,
40654319,0000038A,false,Rx,0,8,3C,3B,01,00,04,00,00,00,
40658216,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C4,
40663338,00000377,false,Rx,0,8,05,9D,03,39,3E,3C,40,22,
40668268,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C7,
40674431,00000389,false,Rx,0,8,B1,00,00,3B,3B,40,00,00,
40678146,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C6,
40683453,00000377,false,Rx,0,8,05,9D,03,39,3E,3C,40,22,
40688210,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C4,
40694608,00000569,false,Rx,0,8,AA,C0,80,02,00,00,00,00,
40698349,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C5,
40703441,00000377,false,Rx,0,8,05,9D,03,39,3E,3C,40,22,
40708159,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C6,
40708986,00000630,false,Rx,0,8,00,00,00,00,00,00,00,00,
40714621,00000568,false,Rx,0,8,00,02,80,0A,00,00,A8,AA,
40714628,0000062D,false,Rx,0,8,00,00,00,00,00,00,00,00,
40718168,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C2,
40718960,000006BD,false,Rx,0,8,00,00,00,00,00,00,00,00,
40723324,00000377,false,Rx,0,8,05,9D,03,39,3E,3C,40,22,
40723932,00000398,false,Rx,0,8,00,00,00,39,38,00,09,00,
40726225,00000109,false,Rx,0,8,00,00,00,00,00,00,00,00,
40726450,00000357,false,Rx,0,8,00,00,00,02,D3,01,00,00,
40727820,00000423,false,Rx,0,8,07,1D,00,02,5D,80,5D,D8,
40728045,00000358,false,Rx,0,8,89,36,62,01,8E,01,00,00,
40728270,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C3,
40734668,00000563,false,Rx,0,8,AA,AA,AA,AA,82,2A,00,00,
40738178,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C3,
40738405,00000424,false,Rx,0,8,11,40,56,82,3D,6C,55,3F,
40738639,00000425,false,Rx,0,8,24,BA,44,9C,42,1C,ED,0C,
40743375,00000377,false,Rx,0,8,05,9D,03,39,3E,3C,40,22,
40747169,00000445,false,Rx,0,7,80,55,55,65,04,82,00,00,
40748169,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C3,
40754781,0000038A,false,Rx,0,8,3C,3B,01,00,04,00,00,00,
40758146,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C3,
40763451,00000377,false,Rx,0,8,05,9D,03,34,3E,3C,40,22,
40768402,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C4,
40774916,00000389,false,Rx,0,8,B1,00,00,3B,3B,40,00,00,
40778217,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C4,
40783341,00000377,false,Rx,0,8,05,9D,03,39,3E,3C,40,22,
40788104,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C4,
40798148,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C4,
40803463,00000377,false,Rx,0,8,05,9D,03,39,3E,3C,40,22,
40808214,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C5,
40818095,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C4,
