Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
369829,000001A0,false,Rx,0,8,00,80,00,00,80,00,28,CA,
369834,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
369839,000004A9,false,Rx,0,8,00,52,FF,FF,FF,FF,FF,FF,
377518,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
377523,000000C8,false,Rx,0,6,28,0A,5C,00,00,8C,00,00,
387468,000000B6,false,Rx,0,5,03,03,80,00,C8,00,00,00,
387696,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
387920,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
388145,0000019E,false,Rx,0,8,00,EA,BF,FC,FE,61,00,A7,
388376,000001A0,false,Rx,0,8,00,80,00,00,80,00,38,DA,
389992,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
389997,000001A6,false,Rx,0,8,00,00,00,00,00,00,28,FE,
397492,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
407482,000000B6,false,Rx,0,5,04,04,80,00,C8,00,00,00,
407705,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
407929,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
408154,0000019E,false,Rx,0,8,00,EA,BF,FC,FE,61,00,A7,
408386,000001A0,false,Rx,0,8,00,80,00,00,80,00,48,EA,
409982,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
417435,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
427442,000000B6,false,Rx,0,5,05,05,80,00,C8,00,00,00,
427482,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
427889,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
428118,0000019E,false,Rx,0,8,00,EA,BF,FC,FE,61,00,A7,
428362,000001A0,false,Rx,0,8,00,80,00,00,80,00,58,FA,
428599,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
437406,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
437631,000001D6,false,Rx,0,2,FF,F3,00,00,00,00,00,00,
447394,000000B6,false,Rx,0,5,06,06,80,00,C8,00,00,00,
447625,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
447853,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
448081,0000019E,false,Rx,0,8,00,EA,BF,FC,FE,61,00,A7,
448316,000001A0,false,Rx,0,8,00,80,00,00,80,00,68,0B,
448540,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
457368,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
458875,00000480,false,Rx,0,8,17,42,FD,FF,FF,FF,FF,FF,
462033,00000130,false,Rx,0,5,00,03,D0,0F,0B,00,00,00,
467392,000000B6,false,Rx,0,5,07,07,80,00,C8,00,00,00,
467616,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
467840,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
468064,0000019E,false,Rx,0,8,00,EA,BF,FC,FE,61,00,A7,
468293,000001A0,false,Rx,0,8,00,80,00,00,80,00,78,1B,
468516,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
477366,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
487480,000000B6,false,Rx,0,5,08,08,80,00,C8,00,00,00,
487704,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
487930,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
488160,0000019E,false,Rx,0,8,00,EA,BF,FC,FE,61,00,A7,
488386,000001A0,false,Rx,0,8,00,80,00,00,80,00,88,2B,
488609,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
488834,000001A6,false,Rx,0,8,00,00,00,00,00,00,B8,FF,
497483,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
507426,000000B6,false,Rx,0,5,09,09,80,00,C8,00,00,00,
507653,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
507878,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
508104,0000019E,false,Rx,0,8,00,EA,BF,FC,FE,61,00,A7,
508334,000001A0,false,Rx,0,8,00,80,00,00,80,00,98,3B,
508559,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
517361,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
527368,000000B6,false,Rx,0,5,0A,0A,80,00,C8,00,00,00,
527592,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
527817,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
528040,0000019E,false,Rx,0,8,00,EA,BF,FC,FE,61,00,A7,
528276,000001A0,false,Rx,0,8,00,80,00,00,80,00,A8,4B,
528501,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
537476,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
537481,000001D6,false,Rx,0,2,FF,F3,00,00,00,00,00,00,
547232,000000B6,false,Rx,0,5,0B,0B,80,00,C8,00,00,00,
547464,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
547686,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
548094,0000019E,false,Rx,0,8,00,EA,BF,FC,FE,61,00,A7,
548324,000001A0,false,Rx,0,8,00,80,00,00,80,00,B8,5B,
548549,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
554623,00000497,false,Rx,0,8,29,52,FF,FF,FF,FF,FF,FF,
557415,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
561850,00000130,false,Rx,0,5,00,03,D0,0F,2C,00,00,00,
567391,000000B6,false,Rx,0,5,0C,0C,80,00,C8,00,00,00,
567615,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
567839,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
568063,0000019E,false,Rx,0,8,00,EA,BF,FC,FE,61,00,A7,
568298,000001A0,false,Rx,0,8,00,80,00,00,80,00,C8,6B,
568521,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
577333,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
577559,000000C8,false,Rx,0,6,28,0A,AC,00,00,9C,00,00,
587311,000000B6,false,Rx,0,5,0D,0D,80,00,C8,00,00,00,
587535,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
587942,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
588167,0000019E,false,Rx,0,8,00,EA,CF,FC,FE,61,00,B7,
588398,000001A0,false,Rx,0,8,00,80,00,00,80,00,D8,7B,
588622,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
588846,000001A6,false,Rx,0,8,00,00,00,00,00,00,48,F1,
597352,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
607470,000000B6,false,Rx,0,5,0E,0E,80,00,C8,00,00,00,
607694,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
607921,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
608147,0000019E,false,Rx,0,8,00,EA,CF,FC,FE,61,00,B7,
608373,000001A0,false,Rx,0,8,00,80,00,00,80,00,E8,8B,
608598,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
617408,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
627258,000000B6,false,Rx,0,5,FF,00,80,00,C8,00,00,00,
627482,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
627707,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
628116,0000019E,false,Rx,0,8,00,EA,CF,FC,FE,61,00,B7,
628347,000001A0,false,Rx,0,8,00,80,00,00,80,00,08,AA,
628570,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
637449,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
637454,000001D6,false,Rx,0,2,FF,F3,00,00,00,00,00,00,
647384,000000B6,false,Rx,0,5,00,01,80,00,C8,00,00,00,
647615,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
647840,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
648064,0000019E,false,Rx,0,8,00,EA,CF,FC,FE,61,00,B7,
648298,000001A0,false,Rx,0,8,00,80,00,00,80,00,18,BA,
648523,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
648747,000004A9,false,Rx,0,8,00,52,FF,FF,FF,FF,FF,FF,
657418,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
661896,00000130,false,Rx,0,5,00,03,D0,0F,3D,00,00,00,
667443,000000B6,false,Rx,0,5,02,02,80,00,C8,00,00,00,
667667,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
667892,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
668116,0000019E,false,Rx,0,8,00,EA,CF,FC,FE,61,00,B7,
668342,000001A0,false,Rx,0,8,00,80,00,00,80,00,28,CA,
668566,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
677384,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
687503,000000B6,false,Rx,0,5,03,03,80,00,C8,00,00,00,
687727,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
687951,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
688180,0000019E,false,Rx,0,8,00,EA,CF,FC,FE,61,00,B7,
688410,000001A0,false,Rx,0,8,00,80,00,00,80,00,38,DA,
688635,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
688860,000001A6,false,Rx,0,8,00,00,00,00,00,00,D8,F2,
697388,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
707385,000000B6,false,Rx,0,5,04,04,80,00,C8,00,00,00,
707609,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
707832,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
708250,0000019E,false,Rx,0,8,00,EA,CF,FC,FE,61,00,B7,
708475,000001A0,false,Rx,0,8,00,80,00,00,80,00,48,EA,
708698,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
717521,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
727348,000000B6,false,Rx,0,5,05,05,80,00,C8,00,00,00,
727592,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
727816,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
728039,0000019E,false,Rx,0,8,00,EA,CF,FC,FE,61,00,B7,
728272,000001A0,false,Rx,0,8,00,80,00,00,80,00,58,FA,
728497,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
737552,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
737557,000001D6,false,Rx,0,2,FF,F3,00,00,00,00,00,00,
737805,000002A6,false,Rx,0,2,00,FC,00,00,00,00,00,00,
738954,00000480,false,Rx,0,8,17,42,FD,FF,FF,FF,FF,FF,
747433,000000B6,false,Rx,0,5,06,06,80,00,C8,00,00,00,
747657,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
747884,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
748111,0000019E,false,Rx,0,8,00,EA,CF,FC,FE,61,00,B7,
748341,000001A0,false,Rx,0,8,00,80,00,00,80,00,68,0B,
748565,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
757458,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
761901,00000130,false,Rx,0,5,00,03,D0,0F,4E,00,00,00,
767408,000000B6,false,Rx,0,5,07,07,80,00,C8,00,00,00,
767636,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
767860,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
768085,0000019E,false,Rx,0,8,00,EA,CF,FC,FE,61,00,B7,
768317,000001A0,false,Rx,0,8,00,80,00,00,80,00,78,1B,
768542,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
777444,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
777668,000000C8,false,Rx,0,6,28,0A,0C,00,00,AC,00,00,
787421,000000B6,false,Rx,0,5,08,08,80,00,C8,00,00,00,
787646,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
787870,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
788095,0000019E,false,Rx,0,8,00,EA,CF,FC,FE,61,00,B7,
788321,000001A0,false,Rx,0,8,00,80,00,00,80,00,88,2B,
788544,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
788767,000001A6,false,Rx,0,8,00,00,00,00,00,00,68,F4,
788991,00000374,false,Rx,0,5,00,00,00,00,FC,00,00,00,
797439,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
807440,000000B6,false,Rx,0,5,09,09,80,00,C8,00,00,00,
